SATKER,RSD IDAMAN KOTA BANJARBARU (BLUD)ANY,,,,,,,,,,,,
Nama Barang,ANY,,,,,,,,,,,,
,,,,,,,,,,,,,
Provinsi,Kota,SATKER,SKPD,Gudang,Jenis Barang,Kode Barang,No,Tanggal Beli,Nama Barang,Satuan,Jumlah,Harga,Total Harga
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,20058,389.,2020-12-12,CEFADROXIL 500 MG KAPSUL BERNO,Kapsul,4160,581,2416960
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,21050,390.,2020-12-18,CEFAZOLIN 1 GR INJEKSI DARYA VARIA,Vial,87,12650,1100550
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,21050,391.,2020-12-22,CEFAZOLIN 1 GR INJEKSI DARYA VARIA,Vial,200,12650,2530000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,17574,392.,2020-03-24,CEFIXIME 100 MG / 5 ML SYRUP HJ,Botol,77,13860,1067220
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,17572,393.,2020-11-04,CEFIXIME 100 MG KAPSUL HJ,Tablet,196,750,147000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,17572,394.,2020-11-19,CEFIXIME 100 MG KAPSUL HJ,Tablet,750,750,562500
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,18828,395.,2020-04-01,CEFIXIME 200 MG TABLET BERNO,Tablet,415,2429,1008035
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,17523,396.,2020-02-20,CEFIXIME 200 MG TABLET QUANTUM LABS,Tablet,200,2430,486000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,17578,397.,2020-06-04,CEFOPERAZON SULBACTAM INJEKSI HJ,Vial,8,20698,165584
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,17579,398.,2020-11-19,CEFOTAXIME 1 GR INJEKSI DEXA,Vial,270,4410,1190700
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,2917,399.,2020-11-11,CEFTAZIDIME 1 G INJEKSI DEXA,Vial,10,14313,143130
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,2917,400.,2020-12-04,CEFTAZIDIME 1 G INJEKSI DEXA,Vial,30,14313,429390
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,22339,401.,2020-12-19,CEFTAZIDIME 1 G INJEKSI MEPRO,Vial,148,12227,1809596
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,18313,402.,2020-11-14,CEFTRIAXONE 1 GR INJEKSI BERNO,Vial,450,5147,2316150
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,18313,403.,2020-12-09,CEFTRIAXONE 1 GR INJEKSI BERNO,Vial,1410,5147,7257270
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,2583,404.,2020-04-04,CENDO LYTEERS 15 ML TETES MATA (IFRS),Botol,57,23018,1312026
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,2583,405.,2020-12-15,CENDO LYTEERS 15 ML TETES MATA (IFRS),Botol,100,23513,2351300
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,2598,406.,2020-11-19,"CENDO TIMOL 0,5% 5ML",Botol,23,51212,1177876
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,22106,407.,2020-10-23,CEPEZET 100 MG TABLET (CHLORPROMAZINE HCL),Tablet,83,495,41085
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,22105,408.,2020-10-23,CEPEZET 50 MG INJEKSI (CHLORPROMAZINE HCL),Ampul,10,7865,78650
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,11591,409.,2020-12-10,CERTOFIX,pcs,5,1155000,5775000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,11236,410.,2020-08-22,CETADOP 200 MG INJEKSI (DOPAMIN),Ampul,47,6160,289520
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,11236,411.,2020-10-12,CETADOP 200 MG INJEKSI (DOPAMIN),Ampul,50,6160,308000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,11236,412.,2020-12-28,CETADOP 200 MG INJEKSI (DOPAMIN),Ampul,75,6160,462000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,17588,413.,2020-12-04,CETIRIZINE 10 MG TABLET HJ,Tablet,1000,126,126000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,17588,414.,2020-12-12,CETIRIZINE 10 MG TABLET HJ,Tablet,2000,126,252000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,16602,415.,2020-03-10,CETIRIZINE 10 MG TABLET KF,Tablet,243,360,87480
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,18314,416.,2020-02-11,CETIRIZINE 5 MG / 5 ML SYRUP INDOFARMA,Botol,39,10440,407160
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,18314,417.,2020-03-12,CETIRIZINE 5 MG / 5 ML SYRUP INDOFARMA,Botol,100,10440,1044000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,21709,418.,2020-03-17,CETIRIZINE 5 MG / 5 ML SYRUP RAMA,Botol,8,3700,29600
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,21567,419.,2020-01-08,CHEST DRAINAGE CATH NO 28 ROMSONS (CHEST TUBE),pcs,10,86900,869000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,22164,420.,2020-07-20,CHLOROQUINE PHOSPHATE 150 MG TABLET,Tablet,74,1506,111444
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,17590,421.,2020-01-02,CILOSTAZOL 100 MG TABLET BERNO,Tablet,114,9928,1131792
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,15931,422.,2020-11-21,CIPROFLOXACIN 200 MG / 100 ML INFUS DEXA,Botol,3,10709,32127
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,15931,423.,2020-12-16,CIPROFLOXACIN 200 MG / 100 ML INFUS DEXA,Botol,750,10709,8031750
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,16001,424.,2020-03-27,CIPROFLOXACIN 500 MG TABLET HJ,Tablet,307,320,98240
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,16001,425.,2020-11-05,CIPROFLOXACIN 500 MG TABLET HJ,Tablet,1000,320,320000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,16001,426.,2020-11-26,CIPROFLOXACIN 500 MG TABLET HJ,Tablet,2000,320,640000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,19008,427.,2020-10-19,CITICOLINE 1000 MG TABLET MBF,Tablet,393,8250,3242250
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,19008,428.,2020-12-02,CITICOLINE 1000 MG TABLET MBF,Tablet,900,8250,7425000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,20931,429.,2020-11-19,CITICOLINE 250 MG INJEKSI MERCI,Ampul,34,5720,194480
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,20931,430.,2020-12-01,CITICOLINE 250 MG INJEKSI MERCI,Ampul,100,5720,572000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,20932,431.,2020-12-01,CITICOLINE 500 MG INJEKSI MERCI,Ampul,321,11000,3531000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,20932,432.,2020-12-12,CITICOLINE 500 MG INJEKSI MERCI,Ampul,50,11000,550000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,20932,433.,2020-12-15,CITICOLINE 500 MG INJEKSI MERCI,Ampul,415,11000,4565000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,2612,434.,2020-12-10,CITICOLINE 500 MG TABLET INFION,Tablet,2571,4004,10294284
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,17597,435.,2020-02-28,CLINDAMYCIN 150 MG KAPSUL INDOFARMA,Tablet,50,702,35100
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,17616,436.,2020-12-17,CLINDAMYCIN 300 MG KAPSUL INDOFARMA,Kapsul,1500,1359,2038500
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,3727,437.,2020-10-09,CLOBAZAM TAB 10 MG TABLET DEXA,Tablet,553,916,506548
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,3727,438.,2020-12-15,CLOBAZAM TAB 10 MG TABLET DEXA,Tablet,1000,916,916000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,16360,439.,2020-10-10,CLOPIDOGREL 75 MG TABLET HJ,Tablet,1830,1567,2867610
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,16360,440.,2020-10-10,CLOPIDOGREL 75 MG TABLET HJ,Tablet,7500,1567,11752500
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,17599,441.,2020-12-11,CLOPIDOGREL 75 MG TABLET KF,Tablet,9985,1045,10434325
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,17601,442.,2020-03-17,CO-AMOXYCLAV 500 MG TABLET DEXA,Tablet,21,4356,91476
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,16077,443.,2020-09-22,CODEIN 10 MG TABLET KF,Tablet,1598,657,1049886
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,16363,444.,2020-01-02,CODEIN 20 MG TABLET KF,Tablet,534,1624,867216
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,17605,445.,2020-01-02,COLSANCETINE TABLET,Tablet,3,588,1764
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,2620,446.,2020-03-21,COMBIVENT NEBULIZER (IFRS),ampul,446,4550,2029300
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,4031,447.,2020-11-25,"CONCOR 2,5 MG TABLET (BISOPROLOL)",Tablet,2080,626,1302080
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,18805,448.,2020-06-30,COTRIMOXAZOLE 240 MG / 5 ML SYRUP BERNO,Botol,8,5280,42240
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,18874,449.,2020-09-15,COTRIMOXAZOLE 240 MG / 5 ML SYRUP MERCI,Botol,20,2190,43800
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,18879,450.,2020-04-10,COTRIMOXAZOLE 480 MG TABLET PROMED,Tablet,673,231,155463
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,17612,451.,2020-02-25,CRESCENT BEVEL UP 2.3 MM_MANI,pcs,10,266200,2662000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,16181,452.,2020-09-22,CURBEXON SYRUP,Botol,7,47025,329175
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,16181,453.,2020-12-11,CURBEXON SYRUP,Botol,120,47025,5643000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,16055,454.,2020-11-13,CUTIMED SORBACT (IFRS),pcs,151,32800,4952800
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,22050,455.,2020-10-13,CVC 3 LUMEN 7 FR 20 CM,pcs,2,1210000,2420000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,22050,456.,2020-12-11,CVC 3 LUMEN 7 FR 20 CM,pcs,5,1210000,6050000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,20371,457.,2020-01-02,Ca Clean II,box,2,803000,1606000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,20371,458.,2020-04-09,Ca Clean II,box,1,868000,868000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,16937,459.,2020-01-02,Calcium Chloride Solution (10x15ml),box,1,1265000,1265000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,20437,460.,2020-01-02,Calcium Chloride Solution CaCl2,box,1,1155000,1155000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,16570,461.,2020-01-02,Calibration Biokimia,box,1,5950000,5950000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,20417,462.,2020-01-02,Cell Clean Auto,box,1,0,0
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,20417,463.,2020-08-06,Cell Clean Auto,box,1,1575000,1575000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,17054,464.,2020-01-02,Cell Pack DCL,box,1,800800,800800
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,20416,465.,2020-04-09,Cellpack DCL 20L,box,3,1768000,5304000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,20416,466.,2020-06-18,Cellpack DCL 20L,box,2,1768000,3536000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,20416,467.,2020-08-06,Cellpack DCL 20L,box,5,1768000,8840000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,17064,468.,2020-01-02,Cellpack DCL 20L (DCL-300A),box,5,1944800,9724000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,20419,469.,2020-01-02,Cellpack DFL 1L,box,1,728000,728000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,20419,470.,2020-02-11,Cellpack DFL 1L,box,2,728000,1456000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,20419,471.,2020-03-24,Cellpack DFL 1L,box,1,728000,728000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,20419,472.,2020-04-09,Cellpack DFL 1L,box,1,728000,728000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,16951,473.,2020-01-02,Chol 440,Buah,1,3003000,3003000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,16951,474.,2020-01-02,Chol 440,Buah,1,3003000,3003000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,21266,475.,2020-01-02,Cholesterol BA 200,kit,1,10650000,10650000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,20433,476.,2020-03-21,Cholesterol Erba,kit,1,2730000,2730000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,16966,477.,2020-02-11,Chusavan M,Buah,7,442000,3094000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,16966,478.,2020-04-07,Chusavan M,Buah,20,442000,8840000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,22764,479.,2020-02-07,Citric Acid,Buah,60,132000,7920000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,17065,480.,2020-01-02,Contol Plasma N (10x1ml),box,1,2059200,2059200
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,16571,481.,2020-01-02,Control 3 Diff Swelab Alpha,kit,1,3300000,3300000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,21529,482.,2020-03-12,Control I Lyte (QC Kit I Lyte),kit,1,3957335,3957335
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,21529,483.,2020-06-10,Control I Lyte (QC Kit I Lyte),kit,1,3957335,3957335
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,20424,484.,2020-07-17,Control Plasma N,box,1,1872000,1872000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,16877,485.,2020-01-02,Cover Glass 22x22 mm,Buah,2,880000,1760000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,16950,486.,2020-01-02,Crea 275,Buah,1,2207700,2207700
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,16950,487.,2020-01-02,Crea 275,Buah,1,1036200,1036200
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,16854,488.,2020-01-02,Creatinin,kit,1,940000,940000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,21273,489.,2020-02-04,Creatinin BA 200,kit,1,21235000,21235000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,20427,490.,2020-03-21,Creatinin Erba,kit,2,942000,1884000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,20407,491.,2020-01-11,Cybow Strip Urine,Tube,3,279000,837000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,20407,492.,2020-03-11,Cybow Strip Urine,Tube,20,279000,5580000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,16958,493.,2020-01-02,Cybow Strips 10 s,Tube,1,337590,337590
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,16958,494.,2020-01-02,Cybow Strips 10 s,Tube,15,132250,1983750
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,16225,495.,2020-03-20,D-TEK POLYPROPYLENE MESH 6X10 CM,pcs,17,187000,3179000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,2622,496.,2020-11-21,D10% INFUS WIDA,Botol,149,8003,1192447
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,15982,497.,2020-11-24,D40% (IFRS),pcs,203,10010,2032030
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,16000,498.,2020-04-23,D5  100 ML INFUS OTSU (IFRS),Botol,45,15180,683100
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Obat-Obatan,16000,499.,2020-12-08,D5  100 ML INFUS OTSU (IFRS),Botol,50,7500,375000
