SATKER,DINAS KESEHATANANY,,,,,,,,,,,,
Nama Barang,ANY,,,,,,,,,,,,
,,,,,,,,,,,,,
Provinsi,Kota,SATKER,SKPD,Gudang,Jenis Barang,Kode Barang,No,Tanggal Beli,Nama Barang,Satuan,Jumlah,Harga,Total Harga
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,16507,188.,2020-01-06,AMBROXOL 30 MG,Tablet,7000,314,2198000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,20164,191.,2020-10-05,AMBROXOL TAB 30 mg,Tablet,100,13956,1395600
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,16518,198.,2020-10-05,AMLODIPINE 10 MG TABLET KF,Tablet,666,9399,6259734
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,18305,205.,2020-07-05,"ANTASIDA DOEN TABLET , KOMBINASI HARGA 2",Tablet,20000,55,1100000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,18829,219.,2020-07-05,ASAM TRANEKSAMAT 500 MG,Tablet,2250,3509,7895250
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,18829,220.,2020-10-05,ASAM TRANEKSAMAT 500 MG,Tablet,5000,3509,17545000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,22042,221.,2020-07-05,ATAPULGIT 650 mg,Tablet,3000,253,759000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,16724,224.,2020-10-05,Alat Suntik sekali Pakai  3 ml Harga 1,pcs,11200,468,5241600
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,16723,225.,2020-10-05,Alat Suntik sekali Pakai 1 ml,pcs,1800,2009,3616200
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,16726,226.,2020-10-05,Alat Suntik sekali Pakai 5 ml Harga 1,pcs,1000,563,563000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,12145,232.,2020-07-05,Amoksisilin 500 MG TAB,Tablet,10000,265,2650000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,7045,237.,2020-10-05,Anti Tetanus Serum,Ampul,5,130999,654995
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,535,263.,2020-07-05,"Betametason Krim 0,1 % / Skizon krim 0,5mg/g",Tube,1000,1465,1465000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,16792,271.,2020-10-05,Biosave Harga 1,Vial,10,512204,5122040
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,22353,277.,2020-10-05,Box slide,kotak,20,73340,1466800
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,19986,280.,2020-01-06,CAPTOPRIL 25 MG TAB,Tablet,7,14463,101241
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,16598,285.,2020-07-05,CEFADROXIL CAPSUL 500 MG,Tablet,8900,680,6052000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,21009,289.,2020-10-05,CEFOTAXIME SODIUM SERB INJ 1000 mg,Ampul,1000,4706,4706000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,21010,290.,2020-10-05,CEFTRIAXONE / SEFTRIAKSON SERB INJ 1000 mg,Ampul,1000,5146,5146000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,21007,291.,2020-10-05,CETIRIZINE HYDROCHLORIDE (HCL) SIRUP 5 MG/ 5 ML,Botol,1950,3061,5968950
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,22046,306.,2020-07-06,Clozapine,kotak,50,56050,2802500
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,16612,317.,2020-10-05,DOMPERIDON SYRUP,Botol,2000,2862,5724000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,19014,318.,2020-10-01,DPT-HB- Hib,Vial,439,84282,36999798
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,5150,319.,2020-10-01,DT,Vial,58,17450,1012100
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,18983,323.,2020-10-05,Dhp Antimalaria,kotak,32,19206,614592
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,22047,325.,2020-07-06,Diazepam,kotak,20,1400,28000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,653,327.,2020-10-05,Diazepam inj 5 mg / ml,ampul,1000,86,86000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,786,332.,2020-10-05,Domperidone 10 mg,Tablet,30000,96,2880000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,18979,345.,2020-10-05,FDC 1  /  111,Paket,103,477791,49212473
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,19990,346.,2020-01-06,FDC 11,box,14,1384977,19389678
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,20680,347.,2020-01-06,FDC 11 (PAKET),Paket,6,1592726,9556356
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,20976,350.,2020-01-06,FDC KAT ANAK (paket),Paket,27,285343,7704261
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,12147,366.,2020-07-05,Fenolgliserol,Tube,72,2727,196344
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,20983,378.,2020-04-06,GIEMSA,Botol,4,513000,2052000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,21021,389.,2020-10-05,GRISEOVULFIN TABLET125 mg,Tablet,9000,238,2142000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,614,391.,2020-01-06,Garam Oralit,Sachset,7500,281,2107500
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,614,392.,2020-07-05,Garam Oralit,Sachset,10000,281,2810000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,21133,404.,2020-07-06,Halloperidol 5 mg,kotak,25,5456,136400
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,20954,411.,2020-10-01,Hb PID,Buah,700,23270,16289000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,18981,412.,2020-10-05,Hbig,kotak,2,1325000,2650000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,19430,423.,2020-01-06,ISONIAZID 100 MG TABLET,Tablet,35,17300,605500
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,20682,440.,2020-07-06,KACA SLIDE,kotak,20,23047,460940
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,5810,468.,2020-10-05,Kasa Kompres,roll,1000,1680,1680000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,16743,469.,2020-10-05,Kasa Kotak 16 x 16 cm,pcs,500,8400,4200000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,17232,476.,2020-07-05,Kotrimoksazol Dewasa Tablet,Tablet,3000,120,360000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,19204,477.,2020-01-06,Kotrimoksazol Tab 480 mg,Tablet,3000,133,399000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,20978,486.,2020-01-06,MASKER (Kotak),kotak,64,16500,1056000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,20978,487.,2020-10-05,MASKER (Kotak),kotak,106,16500,1749000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,22358,489.,2020-10-05,MB dewasa,Blister,4,41240,164960
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,22357,490.,2020-10-05,MDT Pb hijau dewasa,Blister,3,16206,48618
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,18344,498.,2020-07-05,MICONAZOLE CREAM 2%,Tube,912,3926,3580512
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,16060,504.,2020-10-01,MR,Buah,473,166265,78643345
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,5811,508.,2020-10-05,Masker Prop,pcs,750,2800,2100000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,19393,515.,2020-10-05,NORAGES INJEKSI,Ampul,500,3828,1914000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,22934,516.,2020-10-05,NOZA,kotak,100,86130,8613000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,742,522.,2020-01-06,Noza,Tablet,71,86570,6146470
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,851,536.,2020-01-06,Oksitetrasiklin salep kulit 3 %,Tube,10325,4659,48104175
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,6864,538.,2020-10-05,One Clean Prop,Botol,300,13200,3960000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,20031,541.,2020-07-05,PARACETAMOL (TAB) 500 mg,Tablet,22400,162,3628800
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,19000,547.,2020-10-05,PEHAVRAL (TABLET),Tablet,50,106150,5307500
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,19053,548.,2020-01-06,PIRACETAM 400 MG KAPSUL DEXA,Kapsul,15,58740,881100
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,21294,550.,2020-07-05,PIRIDOKSIN HCL TAB 10 mg,Tablet,10000,150,1500000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,19368,566.,2020-01-06,Parasetamol tablet 500 mg,Buah,47400,165,7821000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,22362,572.,2020-10-05,Primaquin (kotak),kotak,50,24200,1210000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,1000,573.,2020-01-06,RANITIDIN 150 MG TABLET HJ,Tablet,9,12001,108009
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,18982,576.,2020-01-06,RDT HBSAG,kotak,14,205825,2881550
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,19987,577.,2020-10-05,REAGEN ZN,Buah,25,250333,6258325
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,20979,585.,2020-07-06,Resperidon,kotak,18,28700,516600
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,19009,592.,2020-10-05,SAKATONIK ABC,Botol,233,14718,3429294
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,16787,607.,2020-10-01,Safety Bok,pcs,100,23902,2390200
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,19610,608.,2020-01-06,Sakatonik abc,Tablet,264,13682,3612048
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,5640,609.,2020-10-05,Sarung Tangan Non Steril Prop,Pasang,400,8701,3480400
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,11388,617.,2020-10-05,Steril Water For Irrigation,Botol,330,12100,3993000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,20198,629.,2020-10-05,TERUMO TSDS WITH NEEDLE 3 cc,Botol,6800,818,5562400
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,20200,632.,2020-10-05,TERUMO TSDS WITH NEEDLE 5 cc,Botol,200,950,190000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,22045,641.,2020-07-06,Triflourferazine,kotak,9,287,2583
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,22043,644.,2020-07-06,Trihexypenedil,kotak,14,69300,970200
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,21006,648.,2020-10-01,VAKSIN HEPATITIS B,Botol,83,25597,2124551
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,17102,651.,2020-10-01,Vaksin BCG,Vial,605,66154,40023170
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,17107,652.,2020-10-01,Vaksin IPV,Vial,256,144540,37002240
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,17105,654.,2020-10-01,Vaksin TD,Vial,253,18128,4586384
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,22361,656.,2020-10-05,Verorab kotak,kotak,22,165000,3630000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,22929,657.,2020-10-05,Vit C 500 MG,Tablet,298180,198,59039640
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,16718,660.,2020-10-05,Vitamin B Kompleks Tablet,Tablet,10000,135,1350000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,18836,662.,2020-07-05,ZINC SULFATE 20 MG,Tablet,20000,604,12080000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,18973,668.,2020-01-06,hyosciamine n butil bromida,Tablet,2600,1870,4862000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,18973,669.,2020-07-05,hyosciamine n butil bromida,Tablet,2000,1870,3740000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,13127,673.,2020-10-01,polio trivalent 10 Dose,Buah,468,21285,9961380
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,22360,675.,2020-10-05,rapid test malaria,kotak,4,388000,1552000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Hibah Provinsi,Obat-Obatan,20977,676.,2020-01-06,reagen Zn (btl),Botol,8,417900,3343200
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,15226,1.,2020-01-02,AMPLOP KECIL,kotak,13,12750,165750
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,14915,2.,2020-01-02,AMPLOP SEDANG,kotak,10,13750,137500
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,6366,3.,2020-04-16,Amplop Sedang,Pak,20,17700,354000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,1770,4.,2020-04-16,Amplop putih tanggug,kotak,18,14000,252000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,1770,5.,2020-09-18,Amplop putih tanggug,kotak,1,14000,14000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,15292,6.,2020-01-02,BINDER CLIP BESAR,Buah,10,22500,225000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,21613,7.,2020-04-16,Ballpoint Tebal,Buah,198,17500,3465000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,2035,8.,2020-04-16,Balpoint,Pak,84,1800,151200
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,308,9.,2020-04-16,Binder Clip Besar,kotak,14,7400,103600
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,13019,10.,2020-01-02,Binder Clip Sedang,kotak,4,13000,52000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,4101,11.,2020-04-16,Binder Clips,box,10,7400,74000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,1988,12.,2020-04-16,Binder clip Kecil,kotak,6,7400,44400
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,1773,13.,2020-01-02,Bollpoint Balliner,Buah,108,17100,1846800
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,2936,14.,2020-04-16,Buku Besar Polio,Buah,1,19250,19250
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,4967,15.,2020-01-02,Buku Tulis Biasa,Buah,15,4500,67500
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,18031,16.,2020-04-16,ISOLASI DOBLE TIPE,Buah,8,4400,35200
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,1398,17.,2020-04-16,Isi Stapler Kecil,Buah,403,2800,1128400
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,18817,18.,2020-11-16,KALKULATOR,Buah,2,200000,400000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,18821,19.,2020-01-02,KERTAS NCR (ATK),Buah,6,109000,654000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,14242,20.,2020-11-03,Karton Box Obat,Buah,3000,45000,135000000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,13056,21.,2020-04-16,Kertas Duplikator,Rim,16,58500,936000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,1370,22.,2020-08-24,Kertas HVS F4 70 Gr,Rim,1,55000,55000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,1370,23.,2020-09-01,Kertas HVS F4 70 Gr,Rim,5,55000,275000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,1370,24.,2020-10-15,Kertas HVS F4 70 Gr,Rim,2,55000,110000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,1370,25.,2020-10-16,Kertas HVS F4 70 Gr,Rim,6,55000,330000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,1370,26.,2020-10-22,Kertas HVS F4 70 Gr,Rim,6,55000,330000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,1370,27.,2020-11-24,Kertas HVS F4 70 Gr,Rim,2,55000,110000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,1370,28.,2020-11-24,Kertas HVS F4 70 Gr,Rim,2,55000,110000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,1370,29.,2020-11-24,Kertas HVS F4 70 Gr,Rim,2,55000,110000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,1370,30.,2020-11-24,Kertas HVS F4 70 Gr,Rim,2,55000,110000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,1370,31.,2020-11-24,Kertas HVS F4 70 Gr,Rim,1,55000,55000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,1370,32.,2020-12-04,Kertas HVS F4 70 Gr,Rim,1,55000,55000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,1371,33.,2020-12-10,Kertas HVS F4 80 Gr,Rim,40,59600,2384000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,17799,34.,2020-04-16,LAKBAN HITAM,Buah,9,17000,153000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,21563,35.,2020-04-16,LEM KERTAS STIK,Buah,16,5500,88000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,15235,36.,2020-04-16,MAP KERTAS,Buah,90,25500,2295000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,13740,37.,2020-04-16,MAP PREMIUM,Pak,84,37500,3150000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,242,38.,2020-04-16,Map Plastik Tali,Buah,204,4000,816000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,10078,39.,2020-01-02,Map Snel Kertas (pak),Pak,7,31000,217000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,2203,40.,2020-04-16,Map Snelhecter Folio,Buah,20,61200,1224000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,18818,41.,2020-01-02,PELUBANG KERTAS KECIL (ATK),Buah,15,16000,240000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,9882,42.,2020-04-16,PENGHAPUS WHITEBOARD,Pak,2,4400,8800
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,2003,43.,2020-04-16,Paper Clip kecil,doz,150,2950,442500
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,6173,44.,2020-04-16,Pelubang kertas Kecil,Buah,20,15500,310000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,6175,45.,2020-04-16,Pemutih,lusin,21,5500,115500
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,4638,46.,2020-04-16,Penggaris Besi 30 cm,Buah,1,7000,7000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,2934,47.,2020-04-16,Penggaris Plastik 30 cm,Buah,3,2000,6000
Kalimantan Selatan,Banjarbaru,DINAS KESEHATAN,DINAS KESEHATAN,Umum,Alat Tulis Kantor,6006,48.,2020-04-16,Penghapus 2b,Buah,22,2400,52800
